"Integrante";"TipoEquipo";"SO";"TipoSO";"FormatoDD";"ProcesaTexto";"VersionProcesa";"Formato";"NumLetrasa";"TamañoArchivo";"Grupo"
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"10000";32;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"20000";32;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"30000";32;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"40000";32;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"50000";32;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"60000";32;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"70000";36;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"80000";36;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"90000";36;3
5;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".html";"100000";36;3
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"1000";12;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"2000";16;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"3000";16;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"4000";20;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"5000";20;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"6000";24;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"7000";24;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"8000";28;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"9000";28;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"10000";32;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"20000";52;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"30000";72;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"40000";88;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"50000";108;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"60000";128;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"70000";148;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"80000";168;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"90000";188;4
1;"Portátil";"Ubuntu";"64 bits";"Ext3";"LibreOffice";"4.1.0.4";".doc";"100000";208;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"1000";24;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"2000";24;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"3000";28;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"4000";28;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"5000";28;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"6000";32;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"7000";32;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"8000";32;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"9000";36;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"10000";36;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"20000";48;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"30000";64;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"40000";76;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"50000";88;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"60000";100;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"70000";116;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"80000";124;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"90000";136;4
2;"Portátil";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"100000";152;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"1000";28;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"2000";28;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"3000";28;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"4000";32;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"5000";32;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"6000";32;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"7000";32;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"8000";36;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"9000";36;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"10000";36;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"20000";48;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"30000";56;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"40000";68;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"50000";76;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"60000";88;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"70000";92;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"80000";100;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"90000";112;4
3;"Escritorio";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".doc";"100000";120;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"1000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"2000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"3000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"4000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"5000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"6000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"7000";8;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"8000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"9000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"10000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"20000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"30000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"40000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"50000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"60000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"70000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"80000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"90000";9;4
4;"Portátil";"Win 7";"64 bits";"NTFS";"LibreOffice";"4.1.0.4";".odt";"100000";9;4
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"1000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"2000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"3000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"4000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"5000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"6000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"7000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"8000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"9000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"10000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"20000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"30000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"40000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"50000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"60000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"70000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"80000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"90000";12;5
1;"Escritorio";"Win XP";"32 bits";"NTFS";"Microsoft Word";"2007";".doc";"100000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"1000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"2000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"3000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"4000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"5000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"6000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"7000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"8000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"9000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"10000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"20000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"30000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"40000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"50000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"60000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"70000";12;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"80000";16;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"90000";16;5
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".docx";"100000";16;5
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"1000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"2000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"3000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"4000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"5000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"6000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"7000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"8000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"9000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"10000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"20000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"30000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"40000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"50000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"60000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"70000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"80000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"90000";16;6
1;"Escritorio";"Win 8";"64 bits";"NTFS";"Microsoft Word";"2013";".docx";"100000";16;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"1000";32;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"2000";36;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"3000";36;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"4000";36;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"5000";40;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"6000";40;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"7000";40;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"8000";44;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"9000";44;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"10000";44;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"20000";52;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"30000";64;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"40000";72;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"50000";84;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"60000";92;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"70000";104;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"80000";112;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"90000";124;6
2;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2007";".xml";"100000";132;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"1000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"2000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"3000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"4000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"5000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"6000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"7000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"8000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"9000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"10000";12;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"20000";13;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"30000";13;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"40000";13;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"50000";13;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"60000";14;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"70000";14;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"80000";14;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"90000";14;6
3;"Portátil";"Win 7";"64 bits";"NTFS";"Microsoft Word";"2010";".doc";"100000";14;6
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"1000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"2000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"3000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"4000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"5000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"6000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"7000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"8000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"9000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"10000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"20000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"30000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"40000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"50000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"60000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"70000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"80000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"90000";16;7
1;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2010";".docx";"100000";16;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"1000";4;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"2000";8;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"3000";8;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"4000";8;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"5000";8;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"6000";12;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"7000";16;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"8000";20;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"9000";24;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"10000";16;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"20000";24;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"30000";36;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"40000";44;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"50000";56;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"60000";64;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"70000";72;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"80000";84;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"90000";92;7
2;"Portátil";"Win 8";"32 bits";"NTFS";"AbiWord";"2,8,6";".abw";"100000";104;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"1000";80;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"2000";80;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"3000";80;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"4000";80;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"5000";80;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"6000";80;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"7000";84;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"8000";84;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"9000";84;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"10000";84;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"20000";84;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"30000";88;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"40000";92;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"50000";96;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"60000";100;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"70000";100;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"80000";104;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"90000";108;7
3;"Escritorio";"Win 7";"32 bits";"NTFS";"Microsoft Word";"2007";".pdf";"100000";108;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"1000";4;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"2000";4;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"3000";4;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"4000";4;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"5000";8;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"6000";8;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"7000";8;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"8000";8;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"9000";12;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"10000";12;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"20000";20;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"30000";32;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"40000";40;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"50000";52;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"60000";60;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"70000";72;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"80000";80;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"90000";88;7
4;"Portátil";"Ubuntu";"64 bits";"Ext4";"TeXstudio";"2,6,2";"tex";"100000";100;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"1000";4;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"2000";4;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"3000";4;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"4000";4;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"5000";8;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"6000";8;7
5;"Portátil";"Win 7";"32 bits";"NTFS";"Bloc de notas";"6,1";"txt";"7000";8;7
